name,league,position,minutes_played,goals,assists,expected_goals,goals_per90,assists_per90,goals_minus_xg
Jaydee Canvot,Premier League,D,637,0,0,0.7864,0.0,0.0,-0.7864
Nathaniel Clyne,Premier League,D,506,0,1,0.4306,0.0,0.17786561264822134,-0.4306
Dean Henderson,Premier League,G,2610,0,0,,0.0,0.0,
Charalampos Kostoulas,Premier League,F,319,2,1,1.7236,0.5642633228840125,0.28213166144200624,0.2764
Stefanos Tzimas,Premier League,F,164,1,1,0.4624,0.5487804878048781,0.5487804878048781,0.5376000000000001
Danny Welbeck,Premier League,F,1654,10,0,9.1719,0.5441354292623942,0.0,0.8280999999999992
Carlos Baleba,Premier League,M,1289,0,0,0.5347,0.0,0.0,-0.5347
Kaoru Mitoma,Premier League,M,1412,2,1,3.1713,0.1274787535410765,0.06373937677053824,-1.1713
Diego Gómez,Premier League,M,1766,5,0,4.7174,0.2548131370328426,0.0,0.2826000000000004
Yankuba Minteh,Premier League,M,1685,1,4,2.9023,0.05341246290801187,0.21364985163204747,-1.9022999999999999
Matt O'Riley,Premier League,M,186,1,0,1.2045,0.4838709677419355,0.0,-0.2044999999999999
Pascal Groß,Premier League,M,826,1,1,0.7289,0.1089588377723971,0.1089588377723971,0.2711
Georginio Rutter,Premier League,M,1611,2,2,2.3688,0.11173184357541899,0.11173184357541899,-0.3687999999999998
James Milner,Premier League,M,577,1,1,0.9525,0.1559792027729636,0.1559792027729636,0.04749999999999999
Yasin Ayari,Premier League,M,1713,3,2,2.546,0.1576182136602452,0.10507880910683012,0.4540000000000002
Jack Hinshelwood,Premier League,M,1008,1,2,1.2917,0.08928571428571427,0.17857142857142855,-0.29170000000000007
Solly March,Premier League,M,11,0,0,,0.0,0.0,
Harry Howell,Premier League,M,93,0,0,,0.0,0.0,
Ferdi Kadıoğlu,Premier League,D,2324,0,0,1.3988,0.0,0.0,-1.3988
Maxim De Cuyper,Premier League,D,1169,2,0,1.7056,0.15397775876817793,0.0,0.2944
Jan Paul van Hecke,Premier League,D,2401,3,2,2.0413,0.11245314452311538,0.07496876301541025,0.9586999999999999
Mats Wieffer,Premier League,D,1401,0,3,1.3875,0.0,0.19271948608137046,-1.3875
Lewis Dunk,Premier League,D,2385,0,0,1.1266,0.0,0.0,-1.1266
Igor Júlio,Premier League,D,122,0,0,,0.0,0.0,
Joël Veltman,Premier League,D,857,1,0,0.952,0.10501750291715285,0.0,0.04800000000000004
Olivier Boscagli,Premier League,D,459,0,1,0.0382,0.0,0.19607843137254904,-0.0382
Bart Verbruggen,Premier League,G,2610,0,0,,0.0,0.0,
Noah Okafor,Premier League,F,1282,4,0,4.2055,0.28081123244929795,0.0,-0.2054999999999998
Dominic Calvert-Lewin,Premier League,F,1939,10,1,10.5037,0.46415678184631254,0.04641567818463126,-0.5037000000000003
Wilfried Gnonto,Premier League,F,391,0,1,0.2751,0.0,0.23017902813299235,-0.2751
Lukas Nmecha,Premier League,F,779,6,1,6.2089,0.693196405648267,0.11553273427471115,-0.20889999999999986
Joël Piroe,Premier League,F,277,0,0,0.865,0.0,0.0,-0.865
Facundo Buonanotte,Premier League,M,74,0,0,0.0401,0.0,0.0,-0.0401
Ao Tanaka,Premier League,M,753,2,0,0.8272,0.2390438247011952,0.0,1.1728
Daniel James,Premier League,M,407,0,0,0.7045,0.0,0.0,-0.7045
Ilia Gruev,Premier League,M,1261,0,3,0.4399,0.0,0.2141157811260904,-0.4399
Brenden Aaronson,Premier League,M,1882,4,3,4.0503,0.19128586609989373,0.1434643995749203,-0.05030000000000001
Ethan Ampadu,Premier League,M,2313,1,1,1.7415,0.038910505836575876,0.038910505836575876,-0.7415
Sean Longstaff,Premier League,M,957,1,2,0.8523,0.09404388714733543,0.18808777429467086,0.14770000000000005
Anton Stach,Premier League,M,1962,4,3,2.434,0.1834862385321101,0.13761467889908258,1.5659999999999998
Jaka Bijol,Premier League,D,1149,1,1,0.7481,0.0783289817232376,0.0783289817232376,0.2519
Pascal Struijk,Premier League,D,2258,0,1,2.4869,0.0,0.03985828166519043,-2.4869
James Justin,Premier League,D,1106,1,1,0.7688,0.081374321880651,0.081374321880651,0.23119999999999996
Gabriel Gudmundsson,Premier League,D,2323,0,0,1.1039,0.0,0.0,-1.1039
Joe Rodon,Premier League,D,2367,2,0,1.2123,0.07604562737642585,0.0,0.7877000000000001
Sebastiaan Bornauw,Premier League,D,315,0,0,,0.0,0.0,
Jayden Bogle,Premier League,D,2282,1,1,2.0442,0.03943908851884312,0.03943908851884312,-1.0442
Sam Byram,Premier League,D,8,0,0,,0.0,0.0,
Lucas Perri,Premier League,G,1440,0,0,,0.0,0.0,
Karl Darlow,Premier League,G,1170,0,0,,0.0,0.0,
Richarlison,Premier League,F,1348,8,3,5.2325,0.5341246290801187,0.20029673590504452,2.7675
Randal Kolo Muani,Premier League,F,1197,1,0,1.6635,0.07518796992481203,0.0,-0.6635
Dominic Solanke,Premier League,F,600,3,0,1.6662,0.45,0.0,1.3338
Mathys Tel,Premier League,F,772,3,0,1.8302,0.34974093264248707,0.0,1.1698
Wilson Odobert,Premier League,F,990,0,2,1.9016,0.0,0.18181818181818182,-1.9016
Mohammed Kudus,Premier League,M,1545,2,5,1.9301,0.11650485436893204,0.29126213592233013,0.06990000000000007
Xavi Simons,Premier League,M,1542,1,4,2.2471,0.058365758754863814,0.23346303501945526,-1.2471
Pape Matar Sarr,Premier League,M,1150,2,3,1.4276,0.1565217391304348,0.2347826086956522,0.5724
Yves Bissouma,Premier League,M,463,0,0,0.3554,0.0,0.0,-0.3554
João Palhinha,Premier League,M,1779,3,2,1.3009,0.15177065767284992,0.10118043844856661,1.6991
Conor Gallagher,Premier League,M,582,0,1,0.5636,0.0,0.15463917525773196,-0.5636
Lucas Bergvall,Premier League,M,822,1,2,0.9615,0.10948905109489052,0.21897810218978103,0.03849999999999998
Rodrigo Bentancur,Premier League,M,1415,1,1,0.4734,0.0636042402826855,0.0636042402826855,0.5266
Archie Gray,Premier League,M,1224,2,2,1.2986,0.14705882352941177,0.14705882352941177,0.7014
Cristian Romero,Premier League,D,1712,4,1,1.2491,0.2102803738317757,0.052570093457943924,2.7508999999999997
Radu Drăguşin,Premier League,D,431,0,0,0.3225,0.0,0.0,-0.3225
Micky van de Ven,Premier League,D,2368,4,1,2.4957,0.15202702702702703,0.03800675675675676,1.5043000000000002
Pedro Porro,Premier League,D,1988,0,2,0.5579,0.0,0.09054325955734407,-0.5579
Destiny Udogie,Premier League,D,797,0,1,0.167,0.0,0.11292346298619824,-0.167
Djed Spence,Premier League,D,1698,0,0,0.8216,0.0,0.0,-0.8216
Kevin Danso,Premier League,D,767,0,0,0.1577,0.0,0.0,-0.1577
Souza,Premier League,D,88,0,0,,0.0,0.0,
Ben Davies,Premier League,D,138,1,0,0.4917,0.6521739130434783,0.0,0.5083
Guglielmo Vicario,Premier League,G,2610,0,0,,0.0,0.0,
Igor Jesus,Premier League,F,1683,2,3,4.4824,0.10695187165775402,0.16042780748663102,-2.4824
Chris Wood,Premier League,F,544,2,0,2.7679,0.33088235294117646,0.0,-0.7679
Lorenzo Lucca,Premier League,F,120,1,0,0.7157,0.75,0.0,0.2843
Taiwo Awoniyi,Premier League,F,235,1,0,0.9107,0.3829787234042553,0.0,0.08930000000000005
James McAtee,Premier League,M,179,0,0,0.0151,0.0,0.0,-0.0151
Ibrahim Sangaré,Premier League,M,1590,2,2,1.1464,0.11320754716981131,0.11320754716981131,0.8535999999999999
Callum Hudson-Odoi,Premier League,M,1644,3,2,2.719,0.16423357664233576,0.10948905109489052,0.28100000000000014
Elliot Anderson,Premier League,M,2597,2,2,2.417,0.0693107431651906,0.0693107431651906,-0.4169999999999998
Morgan Gibbs-White,Premier League,M,2483,8,2,7.7442,0.2899718082964156,0.0724929520741039,0.2557999999999998
Dan Ndoye,Premier League,M,1120,1,1,1.0617,0.08035714285714285,0.08035714285714285,-0.06170000000000009
Omari Hutchinson,Premier League,M,1165,1,3,1.706,0.07725321888412016,0.23175965665236054,-0.706
Nicolás Domínguez,Premier League,M,896,1,0,1.091,0.10044642857142856,0.0,-0.09099999999999997
Dilane Bakwa,Premier League,M,343,0,1,0.5119,0.0,0.26239067055393583,-0.5119
Ryan Yates,Premier League,M,395,0,1,0.2138,0.0,0.22784810126582278,-0.2138
Murillo,Premier League,D,1821,1,0,0.5857,0.04942339373970346,0.0,0.4143
Nikola Milenković,Premier League,D,2610,0,0,0.8229,0.0,0.0,-0.8229
Ola Aina,Premier League,D,1141,0,0,0.2739,0.0,0.0,-0.2739
Neco Williams,Premier League,D,2440,1,1,1.5185,0.036885245901639344,0.036885245901639344,-0.5185
Jair,Premier League,D,214,0,0,0.1555,0.0,0.0,-0.1555
Nicolò Savona,Premier League,D,1026,2,0,1.3398,0.17543859649122806,0.0,0.6601999999999999
Morato,Premier League,D,955,0,0,0.8298,0.0,0.0,-0.8298
Luca Netz,Premier League,D,48,0,0,,0.0,0.0,
Zach Abbott,Premier League,D,121,0,0,,0.0,0.0,
Stefan Ortega,Premier League,G,270,0,0,,0.0,0.0,
John Victor,Premier League,G,438,0,0,,0.0,0.0,
Matz Sels,Premier League,G,1857,0,0,,0.0,0.0,
Angus Gunn,Premier League,G,45,0,0,,0.0,0.0,
Adama Traoré,Premier League,F,362,0,0,0.3477,0.0,0.0,-0.3477
Valentín Castellanos,Premier League,F,746,2,0,2.5455,0.24128686327077747,0.0,-0.5455000000000001
Callum Wilson,Premier League,F,1008,5,1,6.5493,0.4464285714285714,0.08928571428571427,-1.5492999999999997
Pablo Felipe,Premier League,F,253,0,0,0.3334,0.0,0.0,-0.3334
Jarrod Bowen,Premier League,M,2599,8,5,6.0784,0.2770296267795306,0.17314351673720663,1.9215999999999998
Crysencio Summerville,Premier League,M,1864,5,1,4.2678,0.24141630901287553,0.048283261802575105,0.7321999999999997
Mateus Fernandes,Premier League,M,2219,3,3,1.2177,0.12167643082469581,0.12167643082469581,1.7823
Tomáš Souček,Premier League,M,1439,4,0,4.3746,0.2501737317581654,0.0,-0.37460000000000004
Soungoutou Magassa,Premier League,M,939,1,0,0.442,0.09584664536741215,0.0,0.558
Mohamadou Kanté,Premier League,M,57,0,0,0.0497,0.0,0.0,-0.0497
Oliver Scarles,Premier League,M,657,0,0,0.177,0.0,0.0,-0.177
Freddie Potts,Premier League,M,1099,0,1,0.2121,0.0,0.0818926296633303,-0.2121
Aaron Wan-Bissaka,Premier League,D,1733,0,2,,0.0,0.10386612810155799,
El Hadji Malick Diouf,Premier League,D,1917,0,5,0.4571,0.0,0.23474178403755872,-0.4571
Axel Disasi,Premier League,D,450,0,0,0.7007,0.0,0.0,-0.7007
Konstantinos Mavropanos,Premier League,D,1725,0,0,1.4645,0.0,0.0,-1.4645
Jean-Clair Todibo,Premier League,D,1610,0,1,0.2442,0.0,0.055900621118012424,-0.2442
Kyle Walker-Peters,Premier League,D,971,1,0,1.1305,0.09268795056642636,0.0,-0.13050000000000006
Max Kilman,Premier League,D,1565,0,0,0.5682,0.0,0.0,-0.5682
Ezra Mayers,Premier League,D,134,0,0,0.1188,0.0,0.0,-0.1188
Alphonse Aréola,Premier League,G,1800,0,1,,0.0,0.05,
Mads Hermansen,Premier League,G,810,0,0,,0.0,0.0,
Armando Broja,Premier League,F,818,1,1,2.1458,0.1100244498777506,0.1100244498777506,-1.1458
Lyle Foster,Premier League,F,1163,3,1,2.9528,0.23215821152192606,0.07738607050730868,0.04720000000000013
Zian Flemming,Premier League,F,1044,7,0,4.3883,0.603448275862069,0.0,2.6117
Loum Tchaouna,Premier League,F,880,1,0,0.8345,0.10227272727272727,0.0,0.16549999999999998
Jacob Bruun Larsen,Premier League,F,970,0,1,1.3572,0.0,0.09278350515463918,-1.3572
Hannibal Mejbri,Premier League,M,904,1,3,0.4925,0.09955752212389381,0.29867256637168144,0.5075000000000001
Lesley Ugochukwu,Premier League,M,1908,3,1,2.2512,0.14150943396226415,0.04716981132075472,0.7488000000000001
James Ward-Prowse,Premier League,M,569,0,1,0.1237,0.0,0.15817223198594024,-0.1237
Florentino Luís,Premier League,M,1665,0,2,0.5687,0.0,0.1081081081081081,-0.5687
Marcus Edwards,Premier League,M,875,1,3,1.4381,0.10285714285714287,0.30857142857142855,-0.43809999999999993
Jaidon Anthony,Premier League,M,1951,7,1,3.584,0.3229113275243465,0.04613018964633521,3.416
Mike Trésor,Premier League,M,40,0,0,,0.0,0.0,
Josh Cullen,Premier League,M,1519,2,2,0.9004,0.1184990125082291,0.1184990125082291,1.0996000000000001
Ashley Barnes,Premier League,M,66,0,0,0.1055,0.0,0.0,-0.1055
Josh Laurent,Premier League,M,1418,1,0,0.5859,0.06346967559943582,0.0,0.4141
Kyle Walker,Premier League,D,2372,0,2,0.127,0.0,0.07588532883642496,-0.127
Axel Tuanzebe,Premier League,D,932,1,0,0.606,0.09656652360515021,0.0,0.394
Maxime Estève,Premier League,D,2241,0,0,0.6657,0.0,0.0,-0.6657
Bashir Humphreys,Premier League,D,1060,0,0,0.2155,0.0,0.0,-0.2155
Quilindschy Hartman,Premier League,D,1339,0,4,0.1865,0.0,0.26885735623599705,-0.1865
Lucas Pires,Premier League,D,1087,0,0,0.3182,0.0,0.0,-0.3182
Hjalmar Ekdal,Premier League,D,1179,0,0,0.211,0.0,0.0,-0.211
Joe Worrall,Premier League,D,501,0,0,0.08,0.0,0.0,-0.08
Martin Dúbravka,Premier League,G,2610,0,0,,0.0,0.0,
Hee-Chan Hwang,Premier League,F,1155,2,1,2.1107,0.15584415584415584,0.07792207792207792,-0.11070000000000002
Tolu Arokodare,Premier League,F,1244,2,1,4.0442,0.14469453376205788,0.07234726688102894,-2.0442
Mateus Mané,Premier League,F,1246,2,1,1.3368,0.14446227929373998,0.07223113964686999,0.6632
Adam Armstrong,Premier League,F,482,0,2,0.1813,0.0,0.37344398340248963,-0.1813
Jean-Ricner Bellegarde,Premier League,M,1015,1,0,0.9772,0.08866995073891625,0.0,0.022800000000000042
João Gomes,Premier League,M,2219,1,0,1.1477,0.040558810274898605,0.0,-0.14769999999999994
André,Premier League,M,2046,1,0,0.3401,0.04398826979472141,0.0,0.6598999999999999
Angel Gomes,Premier League,M,257,0,0,0.0541,0.0,0.0,-0.0541
Jackson Tchatchoua,Premier League,M,1617,0,1,0.2567,0.0,0.05565862708719852,-0.2567
Rodrigo Gomes,Premier League,M,610,3,0,1.698,0.4426229508196722,0.0,1.302
Tom Edozie,Premier League,M,15,1,0,0.1648,6.0,0.0,0.8351999999999999
Pedro Lima,Premier League,D,10,0,0,,0.0,0.0,
Yerson Mosquera,Premier League,D,1621,0,0,1.5759,0.0,0.0,-1.5759
Ladislav Krejčí,Premier League,D,1950,2,1,1.9637,0.09230769230769231,0.046153846153846156,0.0363
Matt Doherty,Premier League,D,706,0,0,0.0893,0.0,0.0,-0.0893
Santiago Bueno,Premier League,D,1833,2,1,1.6396,0.09819967266775777,0.049099836333878884,0.36040000000000005
Hugo Bueno,Premier League,D,1867,1,1,0.4961,0.048205677557579,0.048205677557579,0.5039
Toti Gomes,Premier League,D,1043,0,0,0.2245,0.0,0.0,-0.2245
David Möller Wolfe,Premier League,D,856,0,2,0.1227,0.0,0.2102803738317757,-0.1227
José Sá,Premier League,G,1620,0,0,,0.0,0.0,
Sam Johnstone,Premier League,G,1080,0,0,,0.0,0.0,
Robert Lewandowski,LaLiga,F,1052,11,1,11.4607,0.9410646387832698,0.08555133079847908,-0.4606999999999992
Ferran Torres,LaLiga,F,1531,12,1,11.5413,0.705421293272371,0.05878510777269758,0.45870000000000033
Roony Bardghji,LaLiga,F,337,1,1,1.2111,0.26706231454005935,0.26706231454005935,-0.21110000000000007
Lamine Yamal,LaLiga,M,1939,14,9,10.0265,0.6498194945848376,0.41774110366168127,3.9734999999999996
Raphinha,LaLiga,M,1127,8,3,7.1979,0.6388642413487134,0.2395740905057675,0.8021000000000003
Pedri,LaLiga,M,1318,2,7,1.4782,0.13657056145675267,0.4779969650986343,0.5218
Marcus Rashford,LaLiga,M,1329,4,6,5.8376,0.27088036117381487,0.4063205417607223,-1.8376000000000001
Pablo Gavi,LaLiga,M,66,0,1,,0.0,1.3636363636363638,
Frenkie de Jong,LaLiga,M,1496,1,4,1.1694,0.06016042780748663,0.24064171122994651,-0.1694
Dani Olmo,LaLiga,M,1396,6,6,6.0935,0.3868194842406877,0.3868194842406877,-0.0934999999999997
Fermín López,LaLiga,M,1212,5,7,4.9368,0.37128712871287123,0.5198019801980198,0.06320000000000014
Marc Bernal,LaLiga,M,377,2,1,0.7548,0.47745358090185674,0.23872679045092837,1.2452
Marc Casadó,LaLiga,M,813,0,1,0.4836,0.0,0.11070110701107011,-0.4836
Tomás Marqués,LaLiga,M,9,0,0,,0.0,0.0,
Pau Cubarsí,LaLiga,D,1926,1,0,0.5389,0.04672897196261682,0.0,0.46109999999999995
Jules Koundé,LaLiga,D,1911,1,3,1.6081,0.04709576138147567,0.141287284144427,-0.6081000000000001
Ronald Araújo,LaLiga,D,718,2,0,0.6184,0.25069637883008355,0.0,1.3816000000000002
Alejandro Balde,LaLiga,D,1519,0,2,0.3047,0.0,0.1184990125082291,-0.3047
João Cancelo,LaLiga,D,280,0,1,0.1025,0.0,0.3214285714285714,-0.1025
Andreas Christensen,LaLiga,D,406,0,0,0.0811,0.0,0.0,-0.0811
Eric García,LaLiga,D,2175,1,2,2.8828,0.041379310344827586,0.08275862068965517,-1.8828
Gerard Martín,LaLiga,D,1285,0,0,0.0454,0.0,0.0,-0.0454
Joan García,LaLiga,G,1890,0,0,,0.0,0.0,
Wojciech Szczęsny,LaLiga,G,540,0,0,,0.0,0.0,
Kylian Mbappé,LaLiga,F,2026,23,4,20.8007,1.0217176702862785,0.17769002961500494,2.199300000000001
Vinicius Júnior,LaLiga,F,2038,9,5,9.8519,0.39744847890088325,0.2208047105004907,-0.8519000000000005
Rodrygo,LaLiga,F,680,1,3,2.5827,0.1323529411764706,0.39705882352941174,-1.5827
Franco Mastantuono,LaLiga,F,784,1,0,2.1745,0.11479591836734693,0.0,-1.1745
Gonzalo García,LaLiga,F,663,4,0,3.8511,0.5429864253393666,0.0,0.1488999999999998
Jude Bellingham,LaLiga,M,1291,4,3,5.3467,0.278853601859024,0.209140201394268,-1.3467000000000002
Arda Güler,LaLiga,M,1748,3,8,4.3153,0.15446224256292906,0.41189931350114417,-1.3152999999999997
Federico Valverde,LaLiga,M,2161,2,7,1.8437,0.08329477093937993,0.2915316982878297,0.1563000000000001
Brahim Díaz,LaLiga,M,571,0,4,0.419,0.0,0.6304728546409808,-0.419
Eduardo Camavinga,LaLiga,M,1052,1,0,1.0604,0.08555133079847908,0.0,-0.06040000000000001
Aurélien Tchouaméni,LaLiga,M,2002,1,0,2.0128,0.04495504495504495,0.0,-1.0128
Dani Ceballos,LaLiga,M,482,0,0,0.0448,0.0,0.0,-0.0448
Jorge Cestero,LaLiga,M,12,0,0,,0.0,0.0,
César Palacios,LaLiga,M,25,0,0,0.1356,0.0,0.0,-0.1356
Manuel Ángel Morán,LaLiga,M,1,0,0,,0.0,0.0,
Trent Alexander-Arnold,LaLiga,D,643,0,2,0.148,0.0,0.27993779160186627,-0.148
Antonio Rüdiger,LaLiga,D,845,0,0,0.3576,0.0,0.0,-0.3576
Dean Huijsen,LaLiga,D,1409,1,2,1.8013,0.063875088715401,0.127750177430802,-0.8012999999999999
Daniel Carvajal,LaLiga,D,505,0,0,0.1561,0.0,0.0,-0.1561
Éder Militão,LaLiga,D,1002,1,1,1.366,0.08982035928143711,0.08982035928143711,-0.3660000000000001
Raúl Asencio,LaLiga,D,1346,2,0,1.0208,0.1337295690936107,0.0,0.9792000000000001
David Alaba,LaLiga,D,251,0,0,0.1903,0.0,0.0,-0.1903
Álvaro Carreras,LaLiga,D,1971,2,2,0.307,0.091324200913242,0.091324200913242,1.693
Ferland Mendy,LaLiga,D,91,0,0,,0.0,0.0,
Fran García,LaLiga,D,418,1,0,0.7065,0.21531100478468898,0.0,0.2935
Thibaut Courtois,LaLiga,G,2430,0,0,,0.0,0.0,
Julián Alvarez,LaLiga,F,1788,8,3,7.1475,0.40268456375838924,0.15100671140939598,0.8525
Antoine Griezmann,LaLiga,F,901,6,1,5.1888,0.5993340732519422,0.09988901220865705,0.8112000000000004
Ademola Lookman,LaLiga,F,256,1,0,1.2817,0.3515625,0.0,-0.28170000000000006
Alexander Sørloth,LaLiga,F,1464,10,0,7.0901,0.6147540983606558,0.0,2.9099000000000004
Thiago Almada,LaLiga,M,844,3,1,3.5005,0.31990521327014215,0.1066350710900474,-0.5005000000000002
Nicolás González,LaLiga,M,1168,3,0,3.317,0.23116438356164382,0.0,-0.31700000000000017
Giuliano Simeone,LaLiga,M,1763,3,5,4.4316,0.15314804310833807,0.25524673851389673,-1.4316000000000004
Alejandro Baena,LaLiga,M,986,2,2,1.6463,0.18255578093306288,0.18255578093306288,0.3536999999999999
Johnny Cardoso,LaLiga,M,713,0,0,0.0778,0.0,0.0,-0.0778
Pablo Barrios,LaLiga,M,1580,1,1,1.7035,0.056962025316455694,0.056962025316455694,-0.7035
Koke,LaLiga,M,1562,2,2,0.41,0.11523687580025607,0.11523687580025607,1.59
Obed Vargas,LaLiga,M,54,0,0,,0.0,0.0,
Rodrigo Mendoza,LaLiga,M,1007,1,0,0.7401,0.08937437934458788,0.0,0.2599
Nahuel Molina,LaLiga,D,927,0,1,0.0618,0.0,0.09708737864077668,-0.0618
Marcos Llorente,LaLiga,D,1755,0,4,1.7759,0.0,0.20512820512820512,-1.7759
Clément Lenglet,LaLiga,D,840,0,0,0.2016,0.0,0.0,-0.2016
Robin Le Normand,LaLiga,D,1290,1,0,0.4357,0.06976744186046512,0.0,0.5643
José María Giménez,LaLiga,D,993,0,1,1.737,0.0,0.09063444108761329,-1.737
Dávid Hancko,LaLiga,D,2029,0,2,0.993,0.0,0.08871365204534254,-0.993
Marc Pubill,LaLiga,D,776,0,1,0.1078,0.0,0.11597938144329897,-0.1078
Matteo Ruggeri,LaLiga,D,1235,0,3,0.1256,0.0,0.21862348178137653,-0.1256
Jan Oblak,LaLiga,G,2340,0,0,,0.0,0.0,
Juan Musso,LaLiga,G,90,0,0,,0.0,0.0,
Georges Mikautadze,LaLiga,F,1451,8,4,6.5358,0.4962095106822881,0.24810475534114404,1.4642
Nicolas Pépé,LaLiga,F,1690,3,4,6.0241,0.15976331360946744,0.21301775147928995,-3.0241
Gerard Moreno,LaLiga,F,755,7,0,3.7508,0.8344370860927153,0.0,3.2492
Ayoze Pérez,LaLiga,F,819,2,3,3.2801,0.21978021978021978,0.32967032967032966,-1.2801
Tani Oluwaseyi,LaLiga,F,646,2,1,3.2393,0.2786377708978328,0.1393188854489164,-1.2393
Alfon González,LaLiga,F,367,1,0,0.6882,0.24523160762942778,0.0,0.31179999999999997
Thomas Partey,LaLiga,M,731,0,0,0.3585,0.0,0.0,-0.3585
Pape Gueye,LaLiga,M,1440,4,2,2.922,0.25,0.125,1.0779999999999998
Tajon Buchanan,LaLiga,M,1457,6,1,1.81,0.37062457103637614,0.06177076183939602,4.1899999999999995
Alberto Moleiro,LaLiga,M,1800,9,4,4.8806,0.45,0.2,4.1194
Dani Parejo,LaLiga,M,1056,0,0,0.1687,0.0,0.0,-0.1687
Santi Comesaña,LaLiga,M,1715,3,3,3.5943,0.1574344023323615,0.1574344023323615,-0.5943
Carlos Maciá,LaLiga,M,77,0,0,0.0612,0.0,0.0,-0.0612
Hugo Lopez,LaLiga,M,55,0,0,,0.0,0.0,
Renato Veiga,LaLiga,D,1765,0,0,0.1732,0.0,0.0,-0.1732
Juan Foyth,LaLiga,D,936,0,0,0.1248,0.0,0.0,-0.1248
Santiago Mouriño,LaLiga,D,1703,1,2,0.9914,0.05284791544333529,0.10569583088667057,0.008600000000000052
Rafa Marín,LaLiga,D,1485,1,0,0.3522,0.06060606060606061,0.0,0.6477999999999999
Sergi Cardona,LaLiga,D,1488,0,3,0.7745,0.0,0.1814516129032258,-0.7745
Alexander Freeman,LaLiga,D,37,0,0,,0.0,0.0,
Alfonso Pedraza,LaLiga,D,1122,1,2,1.0871,0.08021390374331551,0.16042780748663102,-0.08709999999999996
Pau Navarro,LaLiga,D,1258,0,0,0.0221,0.0,0.0,-0.0221
Arnau Tenas,LaLiga,G,270,0,0,,0.0,0.0,
Luiz Júnior,LaLiga,G,2160,0,0,,0.0,0.0,
Cédric Bakambu,LaLiga,F,420,3,0,2.5742,0.6428571428571428,0.0,0.4258000000000002
